Source,Target,Weight,Type
Iniesta,Milito,56,Undirected
Anderson,Sergi,56,Undirected
Thiago,Villa,56,Undirected
Koeman,Pedri,56,Undirected
Fàbregas,Martino,56,Undirected
Giovanni,Hesp,56,Undirected
Arthur,S. Roberto,56,Undirected
Overmars,Saviola,56,Undirected
Anderson,Figo,56,Undirected
Rijkaard,Saviola,56,Undirected
Araújo,Lenglet,56,Undirected
Gavi,Pedri,55,Undirected
Jordi Alba,Mingueza,55,Undirected
Balde,Ter Stegen,55,Undirected
Adriano,Jordi Alba,55,Undirected
Jordi Alba,Èric García,55,Undirected
Raphinha,Xavi,55,Undirected
Gabri,Overmars,55,Undirected
Amor,Busquets,55,Undirected
Larsson,Puyol,55,Undirected
Busquets,Henry,55,Undirected
Braithwaite,Jordi Alba,55,Undirected
Giovanni,Guardiola,55,Undirected
Abelardo,Ferrer,55,Undirected
Martino,Pedro,55,Undirected
Busquets,Touré,55,Undirected
Reiziger,Saviola,55,Undirected
Dembélé,Griezmann,55,Undirected
A. Sánchez,Martino,55,Undirected
Tello,Víctor Valdés,55,Undirected
Mascherano,Pinto,55,Undirected
Griezmann,Koeman,55,Undirected
Puyol,Villa,55,Undirected
Dest,Koeman,54,Undirected
Cocu,Motta,54,Undirected
Bartra,S. Roberto,54,Undirected
De la Peña,Nadal,54,Undirected
Pedro,S. Roberto,54,Undirected
Gerard,Luis Enrique,54,Undirected
D. Suárez,Piqué,54,Undirected
Bojan,Eto'o,54,Undirected
Luis Enrique,Pedro,54,Undirected
Busquets,Ferrer,54,Undirected
Arda,Messi,54,Undirected
Nadal,Popescu,54,Undirected
Balde,Xavi,54,Undirected
Braithwaite,Busquets,54,Undirected
Giovanni,Rivaldo,53,Undirected
Koeman,Ter Stegen,53,Undirected
Dest,Lenglet,53,Undirected
Eto'o,Guardiola,53,Undirected
D. Suárez,Jordi Alba,53,Undirected
Iniesta,Martino,53,Undirected
Braithwaite,Griezmann,53,Undirected
Iniesta,Rafinha,53,Undirected
Iniesta,Larsson,53,Undirected
Koeman,Lenglet,53,Undirected
Lenglet,Pedri,53,Undirected
Jordi Alba,Víctor Valdés,53,Undirected
Bartra,Neymar,53,Undirected
Pedri,Piqué,53,Undirected
Guardiola,Robson,53,Undirected
Adriano,Tello,53,Undirected
Bravo,Iniesta,53,Undirected
Puyol,Thiago,53,Undirected
Luis Enrique,Overmars,53,Undirected
Ansu Fati,Balde,53,Undirected
Nadal,Roger,53,Undirected
Balde,Gavi,53,Undirected
Ansu Fati,Raphinha,53,Undirected
Piqué,Tello,53,Undirected
Pedro,Song,53,Undirected
Dembélé,Dest,52,Undirected
Eusebio,J. Salinas,52,Undirected
Luis Enrique,Robson,52,Undirected
Gabri,Motta,52,Undirected
Araújo,Dest,52,Undirected
Adriano,S. Roberto,52,Undirected
Goikoetxea,J. Salinas,52,Undirected
Araújo,Piqué,52,Undirected
Aleix Vidal,Messi,52,Undirected
Aleix Vidal,Rakitić,52,Undirected
Robson,Vítor Baía,52,Undirected
Gabri,Rivaldo,52,Undirected
Busquets,Nadal,52,Undirected
Figo,Zenden,52,Undirected
Arda,Rakitić,52,Undirected
F. de Boer,Gerard,52,Undirected
Fàbregas,Villa,52,Undirected
Guardiola,Pizzi,52,Undirected
A. Sánchez,Puyol,52,Undirected
F. Couto,Figo,52,Undirected
Munir,Rakitić,52,Undirected
Mathieu,S. Roberto,52,Undirected
Daniel Alves,Ter Stegen,52,Undirected
Iniesta,Song,52,Undirected
De Jong,Riqui Puig,52,Undirected
Larsson,Oleguer,52,Undirected
Balde,De Jong,51,Undirected
Guardiola,Pinto,51,Undirected
N. Semedo,Umtiti,51,Undirected
D. Suárez,Ter Stegen,51,Undirected
Ansu Fati,Pedri,51,Undirected
Pizzi,Robson,51,Undirected
Amor,De la Peña,51,Undirected
Lenglet,Riqui Puig,51,Undirected
Bartra,Luis Enrique,51,Undirected
Lenglet,Mingueza,51,Undirected
Ansu Fati,Araújo,51,Undirected
Ansu Fati,Ferran,51,Undirected
Ferran,Jordi Alba,51,Undirected
A. Gomes,Iniesta,51,Undirected
Riqui Puig,Ter Stegen,51,Undirected
Celades,Luis Enrique,51,Undirected
Busquets,Munir,51,Undirected
Robson,Sergi,51,Undirected
Amor,Luis Enrique,51,Undirected
Cruijff,Juan Carlos,51,Undirected
Messi,Montoya,51,Undirected
Griezmann,Pedri,51,Undirected
Gerard,Saviola,51,Undirected
Raphinha,Ter Stegen,51,Undirected
Arda,Suárez,51,Undirected
Robson,Ronaldo,51,Undirected
J. Salinas,Laudrup,51,Undirected
Busquets,Montoya,51,Undirected
Kluivert,Motta,51,Undirected
Gavi,Raphinha,51,Undirected
Figo,Robson,50,Undirected
Belletti,Sylvinho,50,Undirected
Braithwaite,Lenglet,50,Undirected
Messi,Zambrotta,50,Undirected
Gabri,Gerard,50,Undirected
Rakitić,Vermaelen,50,Undirected
Coutinho,Vidal,50,Undirected
Balde,Busquets,50,Undirected
Ronaldinho,Zambrotta,50,Undirected
Bojan,Maxwell,50,Undirected
Paulinho,Valverde,50,Undirected
Abidal,Eto'o,50,Undirected
Amor,Giovanni,50,Undirected
Arda,Busquets,50,Undirected
Bogarde,Van Gaal,49,Undirected
Guðjohnsen,Ronaldinho,49,Undirected
Cruijff,Romário,49,Undirected
Araújo,S. Roberto,49,Undirected
Cocu,Dani,49,Undirected
Fàbregas,Guardiola,49,Undirected
Koeman,Mingueza,49,Undirected
Montoya,Xavi,49,Undirected
Bravo,Mathieu,49,Undirected
Abelardo,Stoichkov,49,Undirected
Busquets,Martino,49,Undirected
Braithwaite,De Jong,49,Undirected
Araújo,Èric García,49,Undirected
Abidal,Márquez,49,Undirected
Giovanni,Pizzi,49,Undirected
Amor,J. Salinas,49,Undirected
Dest,Piqué,49,Undirected
Nando,Zubizarreta,49,Undirected
Anderson,Reiziger,49,Undirected
Cruijff,Nando,49,Undirected
Bakero,J. Salinas,49,Undirected
J. Salinas,Stoichkov,49,Undirected
Fàbregas,Pinto,49,Undirected
Lewandowski,Xavi,49,Undirected
Iniesta,Montoya,49,Undirected
Iniesta,Valverde,49,Undirected
Bartra,Jordi Alba,49,Undirected
Gerard,Reiziger,49,Undirected
Dembélé,Ferran,49,Undirected
A. Gomes,Luis Enrique,49,Undirected
Daniel Alves,Márquez,49,Undirected
Celades,Giovanni,49,Undirected
Arda,Mascherano,49,Undirected
Kessié,Xavi,49,Undirected
Dembélé,Èric García,49,Undirected
Larsson,Víctor Valdés,49,Undirected
Guðjohnsen,Zambrotta,49,Undirected
Luis Enrique,Munir,49,Undirected
Abidal,Adriano,49,Undirected
Dembélé,Umtiti,49,Undirected
Anderson,Celades,48,Undirected
J. Salinas,Koeman,48,Undirected
Adriano,Pinto,48,Undirected
Ronaldinho,Saviola,48,Undirected
Aleix Vidal,S. Roberto,48,Undirected
Edmílson,Van Bronckhorst,48,Undirected
Abelardo,Roger,48,Undirected
Koeman,Sergi,48,Undirected
Gerard,Víctor Valdés,48,Undirected
Guardiola,Zenden,48,Undirected
Arda,Piqué,48,Undirected
Abelardo,Giovanni,48,Undirected
Martino,Xavi,48,Undirected
Lewandowski,Ter Stegen,48,Undirected
Arda,S. Roberto,48,Undirected
Alcácer,Rakitić,48,Undirected
Balde,Raphinha,48,Undirected
Figo,Vítor Baía,48,Undirected
Cruijff,Iván Iglesias,48,Undirected
Cocu,Víctor Valdés,48,Undirected
Jordi Alba,Riqui Puig,48,Undirected
Eto'o,Larsson,48,Undirected
Messi,Paulinho,48,Undirected
Gavi,Piqué,48,Undirected
Adriano,Song,48,Undirected
Paulinho,Rakitić,47,Undirected
Bojan,Guðjohnsen,47,Undirected
Abidal,Thiago,47,Undirected
Koeman,Romário,47,Undirected
Ansu Fati,Lewandowski,47,Undirected
Adriano,Luis Enrique,47,Undirected
Guardiola,Roger,47,Undirected
Maxwell,Villa,47,Undirected
Koeman,Messi,47,Undirected
Ferrer,Giovanni,47,Undirected
Deco,Larsson,47,Undirected
Messi,Pedri,47,Undirected
Maxwell,Puyol,47,Undirected
Braithwaite,Ter Stegen,47,Undirected
Luis Enrique,Vítor Baía,47,Undirected
Guardiola,Vítor Baía,47,Undirected
Gerard,Overmars,47,Undirected
Aleñá,Busquets,47,Undirected
F. Couto,Sergi,47,Undirected
Amor,Romário,47,Undirected
Ansu Fati,Kessié,47,Undirected
Ferrer,Luis Enrique,47,Undirected
Hesp,Zenden,47,Undirected
Figo,Xavi,47,Undirected
F. de Boer,Hesp,47,Undirected
Song,Xavi,47,Undirected
Martino,Mascherano,47,Undirected
Martino,Messi,47,Undirected
Guardiola,Ronaldo,47,Undirected
Guðjohnsen,Sylvinho,47,Undirected
Juan Carlos,Koeman,47,Undirected
A. Sánchez,Pinto,47,Undirected
Deco,Zambrotta,47,Undirected
Araújo,Ferran,47,Undirected
Puyol,Van Gaal,47,Undirected
Celades,Nadal,47,Undirected
Pedro,Rakitić,46,Undirected
De Jong,Raphinha,46,Undirected
Juan Carlos,Zubizarreta,46,Undirected
Busquets,Depay,46,Undirected
Busquets,Raphinha,46,Undirected
Fàbregas,Montoya,46,Undirected
Alcácer,Messi,46,Undirected
Messi,Song,46,Undirected
Gavi,S. Roberto,46,Undirected
Digne,Rakitić,46,Undirected
A. Sánchez,Villa,46,Undirected
Munir,S. Roberto,46,Undirected
Aleñá,Valverde,46,Undirected
Motta,Márquez,46,Undirected
Sergi,Vítor Baía,46,Undirected
Ronaldo,Vítor Baía,46,Undirected
Messi,Vermaelen,46,Undirected
Busquets,Márquez,46,Undirected
Márquez,Zambrotta,46,Undirected
Braithwaite,Messi,46,Undirected
De la Peña,Popescu,46,Undirected
Daniel Alves,Eto'o,46,Undirected
Larsson,Ronaldinho,46,Undirected
Rijkaard,Thuram,46,Undirected
Aleix Vidal,Busquets,46,Undirected
Keita,Thiago,46,Undirected
Mascherano,Montoya,46,Undirected
Gavi,Lewandowski,46,Undirected
Anderson,Giovanni,46,Undirected
Dest,Mingueza,46,Undirected
Deco,Motta,46,Undirected
Ferrer,Roger,46,Undirected
Braithwaite,Koeman,46,Undirected
Lewandowski,Raphinha,46,Undirected
Pedri,S. Roberto,45,Undirected
Anderson,Luis Enrique,45,Undirected
Dembélé,Vidal,45,Undirected
Abidal,Maxwell,45,Undirected
Ferran,Pedri,45,Undirected
Luis Enrique,Zenden,45,Undirected
Giovanni,Robson,45,Undirected
Juan Carlos,Laudrup,45,Undirected
Abelardo,Cruijff,45,Undirected
Juan Carlos,Nadal,45,Undirected
Celades,Reiziger,45,Undirected
Adriano,Montoya,45,Undirected
Messi,Van Bronckhorst,45,Undirected
F. de Boer,Figo,45,Undirected
Digne,Messi,45,Undirected
Ansu Fati,Èric García,45,Undirected
Iván Iglesias,Stoichkov,45,Undirected
Bartra,Fàbregas,45,Undirected
Dembélé,Mingueza,45,Undirected
Kessié,Raphinha,45,Undirected
Paulinho,Suárez,45,Undirected
Guðjohnsen,Henry,45,Undirected
Bonano,Kluivert,45,Undirected
Depay,Gavi,45,Undirected
Kessié,Ter Stegen,45,Undirected
Gabri,Van Gaal,45,Undirected
Luis Enrique,Umtiti,45,Undirected
Cocu,Simão,45,Undirected
Pizzi,Vítor Baía,45,Undirected
Giuly,Motta,45,Undirected
Dani,Reiziger,45,Undirected
Dani,F. de Boer,45,Undirected
Bakero,Romário,45,Undirected
Bojan,Milito,44,Undirected
D. Suárez,Umtiti,44,Undirected
Griezmann,Rakitić,44,Undirected
Alcácer,Ter Stegen,44,Undirected
Amor,Popescu,44,Undirected
F. de Boer,Motta,44,Undirected
Gabri,Víctor Valdés,44,Undirected
Deco,Guðjohnsen,44,Undirected
Edmílson,Messi,44,Undirected
Alcácer,Busquets,44,Undirected
Figo,Ronaldo,44,Undirected
Guardiola,Ibrahimović,44,Undirected
Keita,Márquez,44,Undirected
Bravo,S. Roberto,44,Undirected
Nadal,Pizzi,44,Undirected
Braithwaite,Pedri,44,Undirected
Popescu,Robson,44,Undirected
Mascherano,Song,44,Undirected
Arda,Neymar,44,Undirected
De la Peña,Robson,44,Undirected
F. de Boer,Zenden,44,Undirected
Gavi,Kessié,44,Undirected
Dembélé,Koeman,44,Undirected
Araújo,Mingueza,44,Undirected
Busquets,Paulinho,44,Undirected
Amor,Juan Carlos,44,Undirected
Griezmann,N. Semedo,44,Undirected
Ferran,Èric García,44,Undirected
Montoya,Piqué,44,Undirected
Luis Enrique,Ronaldo,44,Undirected
A. Sánchez,Bartra,44,Undirected
Bakero,Juan Carlos,43,Undirected
Guardiola,Romário,43,Undirected
Bakero,Nando,43,Undirected
Araújo,Koeman,43,Undirected
Giovanni,Reiziger,43,Undirected
Guðjohnsen,Touré,43,Undirected
Mingueza,Pedri,43,Undirected
Márquez,Piqué,43,Undirected
Larsson,Van Bronckhorst,43,Undirected
Larsson,Márquez,43,Undirected
Suárez,Vermaelen,43,Undirected
A. Gomes,D. Suárez,43,Undirected
Edmílson,Sylvinho,43,Undirected
De la Peña,Pizzi,43,Undirected
Ibrahimović,Messi,43,Undirected
Saviola,Van Bronckhorst,43,Undirected
Aleix Vidal,Suárez,43,Undirected
Ferran,Raphinha,43,Undirected
Ferrer,Romário,43,Undirected
Amor,Iván Iglesias,43,Undirected
Depay,Ter Stegen,43,Undirected
Abelardo,Zenden,43,Undirected
Eto'o,Piqué,43,Undirected
Ansu Fati,Lenglet,43,Undirected
Daniel Alves,Martino,43,Undirected
Abelardo,Celades,43,Undirected
S. Roberto,Vermaelen,43,Undirected
F. Couto,Luis Enrique,43,Undirected
Vilanova,Xavi,43,Undirected
Celades,Ferrer,43,Undirected
Ronaldo,Sergi,43,Undirected
D. Suárez,Iniesta,43,Undirected
Amor,Pizzi,43,Undirected
Alcácer,Suárez,43,Undirected
Begiristain,Nando,43,Undirected
Pedro,Touré,43,Undirected
Pizzi,Ronaldo,43,Undirected
Busquets,Digne,43,Undirected
Eto'o,Keita,42,Undirected
Koundé,Xavi,42,Undirected
Dest,Griezmann,42,Undirected
Laudrup,Nando,42,Undirected
Belletti,Larsson,42,Undirected
Koeman,Trincão,42,Undirected
Luis Enrique,Òscar,42,Undirected
Daniel Alves,Song,42,Undirected
Aleix Vidal,Piqué,42,Undirected
Celades,Roger,42,Undirected
Arthur,Coutinho,42,Undirected
Aubameyang,De Jong,42,Undirected
Juan Carlos,Stoichkov,42,Undirected
Giuly,Larsson,42,Undirected
De la Peña,Giovanni,42,Undirected
Arda,Jordi Alba,42,Undirected
De Jong,Lewandowski,42,Undirected
R. de Boer,Van Gaal,42,Undirected
Alcácer,S. Roberto,42,Undirected
Martino,Neymar,42,Undirected
Thuram,Xavi,42,Undirected
Abelardo,Busquets,42,Undirected
Bonano,Xavi,42,Undirected
Fàbregas,Vilanova,42,Undirected
Ferrer,Iván Iglesias,42,Undirected
D. Suárez,Valverde,42,Undirected
Bogarde,Rivaldo,42,Undirected
Gabri,Rijkaard,42,Undirected
Begiristain,Juan Carlos,42,Undirected
Ferrer,Òscar,42,Undirected
Romário,Stoichkov,42,Undirected
Paulinho,Piqué,42,Undirected
Iván Iglesias,Koeman,42,Undirected
Nadal,Romário,42,Undirected
Paulinho,S. Roberto,42,Undirected
Paulinho,Ter Stegen,42,Undirected
Messi,Munir,42,Undirected
Bonano,Puyol,42,Undirected
Abidal,Guðjohnsen,42,Undirected
Busquets,Nico,41,Undirected
Amor,Nando,41,Undirected
Giovanni,Vítor Baía,41,Undirected
Bonano,F. de Boer,41,Undirected
Munir,Piqué,41,Undirected
Giovanni,Roger,41,Undirected
Busquets,Song,41,Undirected
Digne,S. Roberto,41,Undirected
Digne,Suárez,41,Undirected
Balde,Kessié,41,Undirected
Ferrer,Popescu,41,Undirected
Bogarde,Figo,41,Undirected
Gerard,Rijkaard,41,Undirected
Xavi,Zenden,41,Undirected
A. Sánchez,Guardiola,41,Undirected
Hesp,Xavi,41,Undirected
Amor,Roger,41,Undirected
Goikoetxea,Nando,41,Undirected
Abelardo,Bakero,41,Undirected
Ferrer,J. Salinas,41,Undirected
Nadal,Robson,41,Undirected
Nadal,Òscar,41,Undirected
Gabri,Sergi,41,Undirected
Ansu Fati,Koundé,41,Undirected
Goikoetxea,Juan Carlos,41,Undirected
Mathieu,Ter Stegen,41,Undirected
Kluivert,Rexach,41,Undirected
Busquets,Vermaelen,41,Undirected
Jordi Alba,Paulinho,41,Undirected
Griezmann,Trincão,41,Undirected
Koeman,Nando,41,Undirected
A. Gomes,Mascherano,41,Undirected
Dani,Rivaldo,41,Undirected
Griezmann,Vidal,41,Undirected
De Jong,Umtiti,40,Undirected
Milito,Puyol,40,Undirected
Koundé,Ter Stegen,40,Undirected
Giovanni,Ronaldo,40,Undirected
Ansu Fati,Griezmann,40,Undirected
Depay,Jordi Alba,40,Undirected
Ferran,Lewandowski,40,Undirected
Mascherano,Umtiti,40,Undirected
Nico,Ter Stegen,40,Undirected
Aleñá,Jordi Alba,40,Undirected
Bogarde,Hesp,40,Undirected
Aleñá,Rakitić,40,Undirected
Pedri,Trincão,40,Undirected
Rivaldo,Simão,40,Undirected
Alcácer,Jordi Alba,40,Undirected
Giuly,Messi,40,Undirected
Dani,Kluivert,40,Undirected
Fàbregas,Neymar,40,Undirected
Aleñá,S. Roberto,40,Undirected
Balde,Lewandowski,40,Undirected
Puyol,Tello,40,Undirected
Pinto,Puyol,40,Undirected
Amor,Òscar,40,Undirected
Luis Enrique,Motta,40,Undirected
Belletti,Edmílson,40,Undirected
Puyol,Thuram,40,Undirected
Iniesta,Thuram,40,Undirected
Bakero,Iván Iglesias,40,Undirected
Martino,Piqué,40,Undirected
Abidal,Milito,39,Undirected
Guardiola,Juan Carlos,39,Undirected
Balde,Ferran,39,Undirected
De Jong,N. Semedo,39,Undirected
Thuram,Víctor Valdés,39,Undirected
A. Sánchez,Montoya,39,Undirected
Bartra,Rakitić,39,Undirected
De la Peña,Ferrer,39,Undirected
Bonano,Saviola,39,Undirected
Braithwaite,Dest,39,Undirected
Griezmann,Riqui Puig,39,Undirected
Pedro,Vilanova,39,Undirected
Amor,Celades,39,Undirected
Guardiola,Iván Iglesias,39,Undirected
Adriano,Martino,39,Undirected
Messi,Vilanova,39,Undirected
Luis Enrique,Popescu,39,Undirected
Pedro,Suárez,39,Undirected
Abelardo,Òscar,39,Undirected
Luis Enrique,Roger,39,Undirected
De la Peña,Vítor Baía,39,Undirected
Cocu,Rijkaard,39,Undirected
Eto'o,Motta,39,Undirected
Puyol,Rexach,39,Undirected
D. Suárez,Luis Enrique,39,Undirected
Popescu,Vítor Baía,39,Undirected
Eusebio,Juan Carlos,39,Undirected
F. Couto,Pizzi,39,Undirected
Iniesta,Paulinho,39,Undirected
Piqué,Song,39,Undirected
Motta,Reiziger,39,Undirected
Roger,Òscar,39,Undirected
Busquets,Trincão,39,Undirected
Alcácer,Piqué,39,Undirected
Serna,Zubizarreta,39,Undirected
De Jong,Trincão,39,Undirected
Abelardo,Popescu,39,Undirected
Araújo,Griezmann,39,Undirected
Griezmann,Junior,39,Undirected
Amor,Robson,39,Undirected
Busquets,Lewandowski,39,Undirected
Kessié,Lewandowski,39,Undirected
Guardiola,Jeffrén,39,Undirected
Aleix Vidal,Jordi Alba,39,Undirected
Pinto,Thiago,39,Undirected
Arda,Iniesta,39,Undirected
Koundé,Raphinha,39,Undirected
Ibrahimović,Víctor Valdés,39,Undirected
Nando,Stoichkov,38,Undirected
Busquets,Stoichkov,38,Undirected
Alcácer,Umtiti,38,Undirected
Alcácer,Iniesta,38,Undirected
Rakitić,Xavi,38,Undirected
Aleix Vidal,Iniesta,38,Undirected
A. Sánchez,Vilanova,38,Undirected
Mingueza,Riqui Puig,38,Undirected
De la Peña,Roger,38,Undirected
Gavi,Koundé,38,Undirected
Nadal,Vítor Baía,38,Undirected
Cruijff,Witschge,38,Undirected
Jordi Alba,Munir,38,Undirected
Amor,F. Couto,38,Undirected
Gerard,Ronaldinho,38,Undirected
Balde,Èric García,38,Undirected
Eusebio,Nando,38,Undirected
Eto'o,Zambrotta,38,Undirected
Ansu Fati,Messi,38,Undirected
Dembélé,Riqui Puig,38,Undirected
Griezmann,Mingueza,38,Undirected
Aleñá,Piqué,38,Undirected
Kluivert,Rochemback,38,Undirected
Song,Tello,38,Undirected
Munir,Suárez,38,Undirected
Vilanova,Víctor Valdés,38,Undirected
Cocu,Rexach,38,Undirected
F. de Boer,Rexach,38,Undirected
Blanc,Robson,38,Undirected
De la Peña,Ronaldo,38,Undirected
Griezmann,Umtiti,38,Undirected
Celades,Guardiola,38,Undirected
De Jong,Kessié,38,Undirected
Coutinho,De Jong,38,Undirected
Henry,Pedro,37,Undirected
M. Alonso,Xavi,37,Undirected
Jordi Alba,Trincão,37,Undirected
Daniel Alves,Rafinha,37,Undirected
Ibrahimović,Xavi,37,Undirected
Busquets,Ibrahimović,37,Undirected
Motta,Overmars,37,Undirected
Jordi Alba,Vilanova,37,Undirected
F. Couto,Giovanni,37,Undirected
Vilanova,Villa,37,Undirected
De Jong,Rakitić,37,Undirected
Araújo,Depay,37,Undirected
Dest,Messi,37,Undirected
Abidal,Rijkaard,37,Undirected
Braithwaite,Dembélé,37,Undirected
A. Sánchez,Neymar,37,Undirected
Adriano,Rakitić,37,Undirected
Mathieu,Rafinha,37,Undirected
Ibrahimović,Piqué,37,Undirected
Iniesta,Vilanova,37,Undirected
Guardiola,Guðjohnsen,37,Undirected
Popescu,Roger,37,Undirected
Dembélé,Raphinha,37,Undirected
Dani,Van Gaal,37,Undirected
Reiziger,Simão,37,Undirected
Cocu,R. de Boer,37,Undirected
Cruijff,Serna,37,Undirected
Keita,Pinto,37,Undirected
Busquets,Kessié,37,Undirected
Aleñá,Messi,37,Undirected
Ibrahimović,Puyol,37,Undirected
Overmars,Rivaldo,37,Undirected
Pizzi,Popescu,37,Undirected
Song,Víctor Valdés,37,Undirected
